,0,1,2
9872,CHEMBL2366986,Aleurodicus dispersus,Aleurodicus dispersus
9873,CHEMBL2366987,Glomerella cingulata,Glomerella cingulata
9874,CHEMBL2366988,Phasmarhabditis hermaphrodita,Phasmarhabditis hermaphrodita
9875,CHEMBL2366989,Ipomoea lacunosa,Ipomoea lacunosa
9876,CHEMBL2366990,Streptomyces scabiei,Streptomyces scabiei
9877,CHEMBL2366991,Enterobacter asburiae,Enterobacter asburiae
9878,CHEMBL2366992,Serratia marcescens subsp. marcescens,Serratia marcescens subsp. marcescens
9879,CHEMBL2366993,Elsinoe ampelina,Elsinoe ampelina
9880,CHEMBL2366994,Cercospora theae,Cercospora theae
9881,CHEMBL2366995,Leveillula taurica,Leveillula taurica
9882,CHEMBL2366996,Phytophthora porri,Phytophthora porri
9883,CHEMBL2366997,Enterococcus faecalis ATCC 29212,Enterococcus faecalis ATCC 29212
9884,CHEMBL2366998,Xanthomonas campestris pv. Phaseoli,Xanthomonas campestris pv. Phaseoli
9885,CHEMBL2366999,Candida aaseri,Candida aaseri
9886,CHEMBL2367000,Aegopodium podagraria,Aegopodium podagraria
9887,CHEMBL2367001,Hylobius abietis,Hylobius abietis
9888,CHEMBL2367002,Aspergillus niger ATCC 1015,Aspergillus niger ATCC 1015
9889,CHEMBL2367003,Meloidogyne,Meloidogyne
9890,CHEMBL2367004,Lolium perenne,Lolium perenne
9891,CHEMBL2367005,Lepidoptera,Lepidoptera
9892,CHEMBL2367006,Empoasca,Empoasca
9893,CHEMBL2367007,Poaceae,Poaceae
9894,CHEMBL2367008,Eleusine indica,Eleusine indica
9895,CHEMBL2367009,Cucurbita pepo,Cucurbita pepo
9896,CHEMBL2367010,Armillaria mellea,Armillaria mellea
9897,CHEMBL2367011,Leptocorisa acuta,Leptocorisa acuta
9898,CHEMBL2367012,Medicago polymorpha,Medicago polymorpha
9899,CHEMBL2367013,Phalaris minor,Phalaris minor
9900,CHEMBL2367014,Alternaria porri,Alternaria porri
9901,CHEMBL2367015,Brassica oleracea,Brassica oleracea
9902,CHEMBL2367016,Corticium,Corticium
9903,CHEMBL2367017,Phomopsis asparagi,Phomopsis asparagi
9904,CHEMBL2367018,Synedrella nodiflora,Synedrella nodiflora
9905,CHEMBL2367019,Ageratum conyzoides,Ageratum conyzoides
9906,CHEMBL2367020,Cyperus rotundus,Cyperus rotundus
9907,CHEMBL2367021,Cenchrus americanus,Cenchrus americanus
9908,CHEMBL2367022,Laodelphax striatella,Laodelphax striatella
9909,CHEMBL2367023,Lipaphis erysimi,Lipaphis erysimi
9910,CHEMBL2367024,Frankliniella fusca,Frankliniella fusca
9911,CHEMBL2367025,Cerastium arvense,Cerastium arvense
9912,CHEMBL2367026,Vigna radiata var. radiata,Vigna radiata var. radiata
9913,CHEMBL2367027,Cryptolestes ferrugineus,Cryptolestes ferrugineus
9914,CHEMBL2367028,Polygonum humifusum,Polygonum humifusum
9915,CHEMBL2367029,Leucania,Leucania
9916,CHEMBL2367030,Botryosphaeria dothidea,Botryosphaeria dothidea
9917,CHEMBL2367031,Podosphaera fuliginea,Podosphaera fuliginea
9918,CHEMBL2367032,Medicago truncatula,Medicago truncatula
9919,CHEMBL2367033,Lupinus albus,Lupinus albus
9920,CHEMBL2367034,Human herpesvirus 1 strain KOS,Human herpesvirus 1 strain KOS
9921,CHEMBL2367035,Thlaspi arvense,Thlaspi arvense
9922,CHEMBL2367036,Centaurea diffusa,Centaurea diffusa
9923,CHEMBL2367037,Liposcelis paeta,Liposcelis paeta
9924,CHEMBL2367038,Golovinomyces cichoracearum,Golovinomyces cichoracearum
9925,CHEMBL2367039,Geranium dissectum,Geranium dissectum
9926,CHEMBL2367040,Sesbania herbacea,Sesbania herbacea
9927,CHEMBL2367041,Eleocharis kuroguwai,Eleocharis kuroguwai
9928,CHEMBL2367042,Orobanche crenata,Orobanche crenata
9929,CHEMBL2367043,Fusarium oxysporum f. sp. gladioli,Fusarium oxysporum f. sp. gladioli
9930,CHEMBL2367044,Bombus terrestris,Bombus terrestris
9931,CHEMBL2367045,Amaranthus tuberculatus,Amaranthus tuberculatus
9932,CHEMBL2367046,Tetranychus evansi,Tetranychus evansi
9933,CHEMBL2367047,Sitophilus,Sitophilus
9934,CHEMBL2367048,Cyperus esculentus,Cyperus esculentus
9935,CHEMBL2367049,Micrococcus lylae,Micrococcus lylae
9936,CHEMBL2367050,Pseudomonas oleovorans,Pseudomonas oleovorans
9937,CHEMBL2367051,Schwanniomyces occidentalis,Schwanniomyces occidentalis
9938,CHEMBL2367052,Entamoeba histolytica HM-1:IMSS,Entamoeba histolytica HM-1:IMSS
9939,CHEMBL2367053,Theba pisana,Theba pisana
9940,CHEMBL2367054,Magnaporthe salvinii,Magnaporthe salvinii
9941,CHEMBL2367055,Nigrospora,Nigrospora
9942,CHEMBL2367056,Laetisaria fuciformis,Laetisaria fuciformis
9943,CHEMBL2367057,Bemisia argentifolii,Bemisia argentifolii
9944,CHEMBL2367058,Cryphonectria parasitica,Cryphonectria parasitica
9945,CHEMBL2367059,Fusarium oxysporum f. sp. lini,Fusarium oxysporum f. sp. lini
9946,CHEMBL2367060,Sagittaria latifolia,Sagittaria latifolia
9947,CHEMBL2367061,Aphidius colemani,Aphidius colemani
9948,CHEMBL2367062,Persicaria longiseta,Persicaria longiseta
9949,CHEMBL2367063,Citrus,Citrus
9950,CHEMBL2367064,Pycnoporus coccineus,Pycnoporus coccineus
9951,CHEMBL2367065,Pestalotiopsis theae,Pestalotiopsis theae
9952,CHEMBL2367066,Earias,Earias
9953,CHEMBL2367067,Schistocerca americana,Schistocerca americana
9954,CHEMBL2367068,Diaprepes abbreviatus,Diaprepes abbreviatus
9955,CHEMBL2367069,Aulacophora femoralis,Aulacophora femoralis
9956,CHEMBL2367070,Puccinia coronata,Puccinia coronata
9957,CHEMBL2367071,Polygonum aviculare,Polygonum aviculare
9958,CHEMBL2367072,Raphanus raphanistrum,Raphanus raphanistrum
9959,CHEMBL2367073,Cricetomys gambianus,Cricetomys gambianus
9960,CHEMBL2367074,Rhabditis sp.,Rhabditis sp.
9961,CHEMBL2367075,Anastrepha serpentina,Anastrepha serpentina
9962,CHEMBL2367076,Mycogone perniciosa,Mycogone perniciosa
9963,CHEMBL2367077,Hemiptera,Hemiptera
9964,CHEMBL2367078,Botryotinia squamosa,Botryotinia squamosa
9965,CHEMBL2367079,Crocidolomia,Crocidolomia
9966,CHEMBL2367080,Veronica hederifolia,Veronica hederifolia
9967,CHEMBL2367081,Alisma canaliculatum,Alisma canaliculatum
9968,CHEMBL2367082,Streptomyces alboniger,Streptomyces alboniger
9969,CHEMBL2367083,Encarsia formosa,Encarsia formosa
9970,CHEMBL2367084,Pieris rapae crucivora,Pieris rapae crucivora
9971,CHEMBL2367085,Autographa nigrisigna,Autographa nigrisigna
9972,CHEMBL2367086,Rhizoctonia solani AG-4,Rhizoctonia solani AG-4
9973,CHEMBL2367087,Thrips tabaci,Thrips tabaci
9974,CHEMBL2367088,Aspergillus pterus,Aspergillus pterus
9975,CHEMBL2367089,Unidentified Influenza A virus (H1N2),Unidentified Influenza A virus (H1N2)
9976,CHEMBL2367090,Poa annua,Poa annua
9977,CHEMBL2367091,Diaporthe ampelina,Diaporthe ampelina
9978,CHEMBL2367092,Pseudococcidae,Pseudococcidae
9979,CHEMBL2367093,Blumeria graminis f. sp. tritici,Blumeria graminis f. sp. tritici
9980,CHEMBL2367094,Ammannia baccifera,Ammannia baccifera
9981,CHEMBL2367095,Chromolaena odorata,Chromolaena odorata
9982,CHEMBL2367096,Eclipta prostrata,Eclipta prostrata
9983,CHEMBL2367097,Commelina diffusa,Commelina diffusa
9984,CHEMBL2367098,Calopogonium mucunoides,Calopogonium mucunoides
9985,CHEMBL2367099,Cannabis sativa,Cannabis sativa
9986,CHEMBL2367100,Colletotrichum capsici,Colletotrichum capsici
9987,CHEMBL2367101,Ipomoea grandifolia,Ipomoea grandifolia
9988,CHEMBL2367102,Mimosa pudica,Mimosa pudica
9989,CHEMBL2367103,Abelmoschus esculentus,Abelmoschus esculentus
9990,CHEMBL2367104,Cyperus iria,Cyperus iria
9991,CHEMBL2367105,Cercospora canescens,Cercospora canescens
9992,CHEMBL2367106,Neofusicoccum parvum,Neofusicoccum parvum
9993,CHEMBL2367107,Plasmodium falciparum D6,Plasmodium falciparum D6
9994,CHEMBL2367108,Rumex confertus,Rumex confertus
9995,CHEMBL2367109,Pythium dissimile,Pythium dissimile
9996,CHEMBL2367110,Deroceras reticulatum,Deroceras reticulatum
9997,CHEMBL2367111,Ascochyta,Ascochyta
9998,CHEMBL2367112,Diplotaxis erucoides,Diplotaxis erucoides
9999,CHEMBL2367113,Buffalopox virus,Buffalopox virus
10000,CHEMBL2367114,Leptochloa,Leptochloa
10001,CHEMBL2367115,Listeria monocytogenes ATCC 19115,Listeria monocytogenes ATCC 19115
10002,CHEMBL2367116,Trogoderma granarium,Trogoderma granarium
10003,CHEMBL2367117,Chenopodium murale,Chenopodium murale
10004,CHEMBL2367118,Ceratitis capitata,Ceratitis capitata
10005,CHEMBL2367119,Chironomus riparius,Chironomus riparius
10006,CHEMBL2367120,Linaria genistifolia subsp. dalmatica,Linaria genistifolia subsp. dalmatica
10007,CHEMBL2367121,Consolida regalis,Consolida regalis
10008,CHEMBL2367122,Oncorhynchus mykiss,Oncorhynchus mykiss
10009,CHEMBL2367123,Rotala indica,Rotala indica
10010,CHEMBL2367124,Amaranthus blitum subsp. oleraceus,Amaranthus blitum subsp. oleraceus
10011,CHEMBL2367125,Bionectria ochroleuca,Bionectria ochroleuca
10012,CHEMBL2367126,Ustilaginoidea,Ustilaginoidea
10013,CHEMBL2367127,Cyperus serotinus,Cyperus serotinus
10014,CHEMBL2367128,Nitrosomonas europaea,Nitrosomonas europaea
10015,CHEMBL2367129,Desmanthus illinoensis,Desmanthus illinoensis
10016,CHEMBL2367130,Bactrocera dorsalis,Bactrocera dorsalis
10017,CHEMBL2367131,Plasmodium falciparum NF54,Plasmodium falciparum NF54
10018,CHEMBL2367132,Cryptococcus gastricus,Cryptococcus gastricus
10019,CHEMBL2367133,Bacillus fortis,Bacillus fortis
10020,CHEMBL2367134,Sogatella furcifera,Sogatella furcifera
10021,CHEMBL2367135,Rhodococcus rhodochrous,Rhodococcus rhodochrous
10022,CHEMBL2367136,Xanthogaleruca luteola,Xanthogaleruca luteola
10023,CHEMBL2367137,Carnation Italian ringspot virus,Carnation Italian ringspot virus
10024,CHEMBL2367138,Lepinotus reticulatus,Lepinotus reticulatus
10025,CHEMBL2367139,Amblyseius andersoni,Amblyseius andersoni
10026,CHEMBL2367140,Streptomyces albus,Streptomyces albus
10027,CHEMBL2367141,Colletotrichum lindemuthianum,Colletotrichum lindemuthianum
10028,CHEMBL2367142,Fuchsia,Fuchsia
10029,CHEMBL2367143,Anthrenocerus australis,Anthrenocerus australis
10030,CHEMBL2367144,Sclerotium cepivorum,Sclerotium cepivorum
10031,CHEMBL2367145,Pseudococcus affinis,Pseudococcus affinis
10032,CHEMBL2367146,Citrus x paradisi,Citrus x paradisi
10033,CHEMBL2367147,Pseudomonas stutzeri,Pseudomonas stutzeri
10034,CHEMBL2367148,Cyperus microiria,Cyperus microiria
10035,CHEMBL2367149,Popillia japonica,Popillia japonica
10036,CHEMBL2367150,Cacopsylla melanoneura,Cacopsylla melanoneura
10037,CHEMBL2367151,Mamestra brassicae,Mamestra brassicae
10038,CHEMBL2367152,Acutodesmus obliquus,Acutodesmus obliquus
10039,CHEMBL2367153,Synechococcus,Synechococcus
10040,CHEMBL2367154,[Brevibacterium] frigoritolerans,[Brevibacterium] frigoritolerans
10041,CHEMBL2367155,Valsa ceratosperma,Valsa ceratosperma
10042,CHEMBL2367156,Rosellinia necatrix,Rosellinia necatrix
10043,CHEMBL2367157,Misumenops,Misumenops
10044,CHEMBL2367158,Anas platyrhynchos,Anas platyrhynchos
10045,CHEMBL2367159,Phytoseiulus persimilis,Phytoseiulus persimilis
10046,CHEMBL2367160,Podosphaera pannosa,Podosphaera pannosa
10047,CHEMBL2367161,Podosphaera leucotricha,Podosphaera leucotricha
10048,CHEMBL2367162,Botryosphaeria berengeriana f.sp. pyricola,Botryosphaeria berengeriana f.sp. pyricola
10049,CHEMBL2367163,Phytolacca acinosa,Phytolacca acinosa
10050,CHEMBL2367164,Phytophthora nicotianae,Phytophthora nicotianae
10051,CHEMBL2367165,Harmonia axyridis,Harmonia axyridis
10052,CHEMBL2367166,Agrotis ipsilon,Agrotis ipsilon
10053,CHEMBL2367167,Amphimallon majalis,Amphimallon majalis
10054,CHEMBL2367168,Leuciscus idus,Leuciscus idus
10055,CHEMBL2367169,Mycosphaerella nawae,Mycosphaerella nawae
10056,CHEMBL2367170,Bacillus cereus ATCC 10876,Bacillus cereus ATCC 10876
10057,CHEMBL2367171,Aspergillus sydowii,Aspergillus sydowii
10058,CHEMBL2367172,Pyrrhocoris apterus,Pyrrhocoris apterus
10059,CHEMBL2367173,Tetranychus cinnabarinus,Tetranychus cinnabarinus
10060,CHEMBL2367174,Blumeria graminis f. sp. hordei,Blumeria graminis f. sp. hordei
10061,CHEMBL2367175,Echinochloa colona,Echinochloa colona
10062,CHEMBL2367176,Festuca arundinacea,Festuca arundinacea
10063,CHEMBL2367177,Nephotettix cincticeps,Nephotettix cincticeps
10064,CHEMBL2367178,Bacillus subtilis subsp. spizizenii ATCC 6633,Bacillus subtilis subsp. spizizenii ATCC 6633
10065,CHEMBL2367179,Aspergillus clavatus,Aspergillus clavatus
10066,CHEMBL2367180,Conyza canadensis,Conyza canadensis
10067,CHEMBL2367181,Mucor fuscus,Mucor fuscus
10068,CHEMBL2367182,Asteraceae,Asteraceae
10069,CHEMBL2367183,Amaranthus tricolor,Amaranthus tricolor
10070,CHEMBL2367184,Urochloa decumbens,Urochloa decumbens
10071,CHEMBL2367185,Phleum pratense,Phleum pratense
10072,CHEMBL2367186,Fusarium oxysporum f. sp. cucumerinum,Fusarium oxysporum f. sp. cucumerinum
10073,CHEMBL2367187,Alternaria brassicicola,Alternaria brassicicola
10074,CHEMBL2367188,Eutypa lata,Eutypa lata
10075,CHEMBL2367189,Togninia minima,Togninia minima
10076,CHEMBL2367190,Xanthomonas vesicatoria,Xanthomonas vesicatoria
10077,CHEMBL2367191,Encarsia inaron,Encarsia inaron
10078,CHEMBL2367192,Cyperus difformis,Cyperus difformis
10079,CHEMBL2367193,Senna tora,Senna tora
10080,CHEMBL2367194,Solanum nigrum,Solanum nigrum
10081,CHEMBL2367195,Sinapis arvensis,Sinapis arvensis
10082,CHEMBL2367196,Pseudomonas fluorescens A506,Pseudomonas fluorescens A506
10083,CHEMBL2367197,Bacopa monnieri,Bacopa monnieri
10084,CHEMBL2367198,Silene noctiflora,Silene noctiflora
10085,CHEMBL2367199,Scenedesmus acutus,Scenedesmus acutus
10086,CHEMBL2367200,Myosotis arvensis,Myosotis arvensis
10087,CHEMBL2367201,Bassia scoparia,Bassia scoparia
10088,CHEMBL2367202,Daphnia magna,Daphnia magna
10089,CHEMBL2367203,Ammannia multiflora,Ammannia multiflora
10090,CHEMBL2367204,Lindernia procumbens,Lindernia procumbens
10091,CHEMBL2367205,Cercospora kikuchii,Cercospora kikuchii
10092,CHEMBL2367206,Pythium ultimum var. sporangiiferum,Pythium ultimum var. sporangiiferum
10093,CHEMBL2367207,Echinochloa crus-galli var. crus-galli,Echinochloa crus-galli var. crus-galli
10094,CHEMBL2367208,Chenopodium ficifolium,Chenopodium ficifolium
10095,CHEMBL2367209,Persicaria maculosa,Persicaria maculosa
10096,CHEMBL2367210,Attelabidae,Attelabidae
10097,CHEMBL2367211,Amaranthus viridis,Amaranthus viridis
10098,CHEMBL2367212,Papaver rhoeas,Papaver rhoeas
10099,CHEMBL2367213,Galium aparine,Galium aparine
10100,CHEMBL2367214,Epilachna,Epilachna
10101,CHEMBL2367215,Orobanche cernua var. cumana,Orobanche cernua var. cumana
10102,CHEMBL2367216,Ceutorhynchus obstrictus,Ceutorhynchus obstrictus
10103,CHEMBL2367217,Zeuzera pyrina,Zeuzera pyrina
10104,CHEMBL2367218,Fusarium lateritium,Fusarium lateritium
10105,CHEMBL2367219,Poria,Poria
10106,CHEMBL2367220,Papio ursinus,Papio ursinus
10107,CHEMBL2367221,Secale cereale,Secale cereale
10108,CHEMBL2367223,Ochrobactrum,Ochrobactrum
10109,CHEMBL2367225,Scopulariopsis,Scopulariopsis
10110,CHEMBL2367226,Metaphire posthuma,Metaphire posthuma
10111,CHEMBL2367227,Mayaro virus,Mayaro virus
10112,CHEMBL2367228,Setaria cervi,Setaria cervi
10113,CHEMBL2367229,Colletotrichum,Colletotrichum
10114,CHEMBL2367230,Hanseniaspora osmophila,Hanseniaspora osmophila
10115,CHEMBL2367231,Saccharomyces cerevisiae FL100 ATCC 28383,Saccharomyces cerevisiae FL100 ATCC 28383
10116,CHEMBL2367232,Lemna aequinoctialis,Lemna aequinoctialis
10117,CHEMBL2367233,Cucumis melo,Cucumis melo
10118,CHEMBL2367234,Pseudococcus viburni,Pseudococcus viburni
10119,CHEMBL2367235,Persea americana,Persea americana
10120,CHEMBL2367236,Orius insidiosus,Orius insidiosus
10121,CHEMBL2367237,Bromus diandrus var. rigidus,Bromus diandrus var. rigidus
10122,CHEMBL2367238,Vigna mungo,Vigna mungo
10123,CHEMBL2367239,Bacillus licheniformis DSM 13=ATCC 14580,Bacillus licheniformis DSM 13=ATCC 14580
10124,CHEMBL2367240,Dendroctonus ponderosae,Dendroctonus ponderosae
10125,CHEMBL2367241,Bipolaris setariae,Bipolaris setariae
10126,CHEMBL2367242,Neofusicoccum ribis,Neofusicoccum ribis
10127,CHEMBL2367243,Anastrepha suspensa,Anastrepha suspensa
10128,CHEMBL2367244,Tuta absoluta,Tuta absoluta
10129,CHEMBL2367245,Ditylenchus dipsaci,Ditylenchus dipsaci
10130,CHEMBL2367246,Bifora radians,Bifora radians
10131,CHEMBL2367247,Phaseolus lunatus,Phaseolus lunatus
10132,CHEMBL2367248,Coleoptera,Coleoptera
10133,CHEMBL2367249,Xanthomonas oryzae pv. oryzae,Xanthomonas oryzae pv. oryzae
10134,CHEMBL2367250,Pardosa pseudoannulata,Pardosa pseudoannulata
10135,CHEMBL2367251,Aphidoletes aphidimyza,Aphidoletes aphidimyza
10136,CHEMBL2367252,Orius strigicollis,Orius strigicollis
10137,CHEMBL2367253,Phomopsis,Phomopsis
10138,CHEMBL2367254,Botryosphaeria,Botryosphaeria
10139,CHEMBL2367255,Galium spurium,Galium spurium
10140,CHEMBL2367256,Phytophthora megasperma,Phytophthora megasperma
10141,CHEMBL2367257,Physalis alkekengi,Physalis alkekengi
10142,CHEMBL2367258,Veronica polita,Veronica polita
10143,CHEMBL2367259,Tripleurospermum maritimum subsp. inodorum,Tripleurospermum maritimum subsp. inodorum
10144,CHEMBL2367260,Phyllotreta striolata,Phyllotreta striolata
10145,CHEMBL2367261,Homona magnanima,Homona magnanima
10146,CHEMBL2367262,Zasmidium citri,Zasmidium citri
10147,CHEMBL2367263,Pseudomonas syringae pv. glycinea,Pseudomonas syringae pv. glycinea
10148,CHEMBL2367264,Diaphania hyalinata,Diaphania hyalinata
10149,CHEMBL2367265,Spilarctia obliqua,Spilarctia obliqua
10150,CHEMBL2367266,Gaillardia aristata,Gaillardia aristata
10151,CHEMBL2367267,Salmonella enterica subsp. enterica serovar Paratyphi B,Salmonella enterica subsp. enterica serovar Paratyphi B
10152,CHEMBL2367268,Villosiclava virens,Villosiclava virens
10153,CHEMBL2367269,Amaranthus palmeri,Amaranthus palmeri
10154,CHEMBL2367270,Feline infectious peritonitis virus,Feline infectious peritonitis virus
10155,CHEMBL2367271,Issatchenkia hanoiensis,Issatchenkia hanoiensis
10156,CHEMBL2367272,Sonchus oleraceus,Sonchus oleraceus
10157,CHEMBL2367273,Solenopsis saevissima,Solenopsis saevissima
10158,CHEMBL2367274,Lolium multiflorum,Lolium multiflorum
10159,CHEMBL2367275,Fusarium oxysporum f. sp. cyclaminis,Fusarium oxysporum f. sp. cyclaminis
10160,CHEMBL2367276,Aphis medicaginis,Aphis medicaginis
10161,CHEMBL2367277,Phomopsis obscurans,Phomopsis obscurans
10162,CHEMBL2367278,Amaranthus spinosus,Amaranthus spinosus
10163,CHEMBL2367279,Miridae,Miridae
10164,CHEMBL2367280,Tribolium confusum,Tribolium confusum
10165,CHEMBL2367281,Pythium,Pythium
10166,CHEMBL2367282,Lolium rigidum,Lolium rigidum
10167,CHEMBL2367283,Sinapis alba,Sinapis alba
10168,CHEMBL2367284,Plantago lanceolata,Plantago lanceolata
10169,CHEMBL2367285,Alternaria kikuchiana,Alternaria kikuchiana
10170,CHEMBL2367286,Carnation vein mottle virus,Carnation vein mottle virus
10171,CHEMBL2367287,Rottboellia cochinchinensis,Rottboellia cochinchinensis
10172,CHEMBL2367288,Melilotus albus,Melilotus albus
10173,CHEMBL2367289,Carnation etched ring virus,Carnation etched ring virus
10174,CHEMBL2367290,Gossypium barbadense,Gossypium barbadense
10175,CHEMBL2367291,Phaeomoniella chlamydospora,Phaeomoniella chlamydospora
10176,CHEMBL2367292,Pomacea canaliculata,Pomacea canaliculata
10177,CHEMBL2367293,Ostrinia furnacalis,Ostrinia furnacalis
10178,CHEMBL2367294,Callosobruchus maculatus,Callosobruchus maculatus
10179,CHEMBL2367295,Botrytis,Botrytis
10180,CHEMBL2367296,Pieris rapae,Pieris rapae
10181,CHEMBL2367297,Colletotrichum gossypii,Colletotrichum gossypii
10182,CHEMBL2367298,Bromus sterilis,Bromus sterilis
10183,CHEMBL2367299,Glomerella tucumanensis,Glomerella tucumanensis
10184,CHEMBL2367300,Phyllosticta,Phyllosticta
10185,CHEMBL2367301,Echinochloa esculenta,Echinochloa esculenta
10186,CHEMBL2367302,Rhynchophorus ferrugineus,Rhynchophorus ferrugineus
10187,CHEMBL2367303,Panicum dichotomiflorum,Panicum dichotomiflorum
10188,CHEMBL2367304,Stagonosporopsis cucurbitacearum,Stagonosporopsis cucurbitacearum
10189,CHEMBL2367305,Pheretima sieboldi,Pheretima sieboldi
10190,CHEMBL2367306,Claviceps purpurea,Claviceps purpurea
10191,CHEMBL2367307,Ammi majus,Ammi majus
10192,CHEMBL2367308,Pseudomonas syringae pv. tabaci,Pseudomonas syringae pv. tabaci
10193,CHEMBL2367309,Frankliniella intonsa,Frankliniella intonsa
10194,CHEMBL2367310,Thrips palmi,Thrips palmi
10195,CHEMBL2367311,Trichogramma nubilale,Trichogramma nubilale
10196,CHEMBL2367312,Thrips obscuratus,Thrips obscuratus
10197,CHEMBL2367313,Alternaria longipes,Alternaria longipes
10198,CHEMBL2367314,Echinochloa crus-galli var. formosensis,Echinochloa crus-galli var. formosensis
10199,CHEMBL2367315,Schizaphis graminum,Schizaphis graminum
10200,CHEMBL2367316,Xanthomonas campestris pv. oryzae,Xanthomonas campestris pv. oryzae
10201,CHEMBL2367317,Cryptococcus neoformans var. neoformans,Cryptococcus neoformans var. neoformans
10202,CHEMBL2367318,Earias vitella,Earias vitella
10203,CHEMBL2367319,Pantoea dispersa,Pantoea dispersa
10204,CHEMBL2367320,Magnaporthe poae,Magnaporthe poae
10205,CHEMBL2367321,Acheta domesticus,Acheta domesticus
10206,CHEMBL2367322,Neoseiulus fallacis,Neoseiulus fallacis
10207,CHEMBL2367323,Aegilops cylindrica,Aegilops cylindrica
10208,CHEMBL2367324,Caelifera,Caelifera
10209,CHEMBL2367325,Reticulitermes flavipes,Reticulitermes flavipes
10210,CHEMBL2367326,Bemisia,Bemisia
10211,CHEMBL2367327,Citrus limon,Citrus limon
10212,CHEMBL2367328,Citrus sinensis,Citrus sinensis
10213,CHEMBL2367329,Ludwigia prostrata,Ludwigia prostrata
10214,CHEMBL2367331,Heterorhabditis bacteriophora,Heterorhabditis bacteriophora
10215,CHEMBL2367332,Rhizopus stolonifer,Rhizopus stolonifer
10216,CHEMBL2367333,Galinsoga quadriradiata,Galinsoga quadriradiata
10217,CHEMBL2367334,Podosphaera aphanis,Podosphaera aphanis
10218,CHEMBL2367335,Trichophyton verrucosum,Trichophyton verrucosum
10219,CHEMBL2367336,Parthenium hysterophorus,Parthenium hysterophorus
10220,CHEMBL2367337,Adoxophyes orana,Adoxophyes orana
10221,CHEMBL2367338,Dinebra chinensis,Dinebra chinensis
10222,CHEMBL2367339,Radopholus similis,Radopholus similis
10223,CHEMBL2367340,Diatraea saccharalis,Diatraea saccharalis
10224,CHEMBL2367341,Beauveria bassiana,Beauveria bassiana
10225,CHEMBL2367342,Dictyoptera,Dictyoptera
10226,CHEMBL2367343,Persicaria nodosa,Persicaria nodosa
10227,CHEMBL2367344,Kummerowia striata,Kummerowia striata
10228,CHEMBL2367345,Phytophthora nicotianae var. parasitica,Phytophthora nicotianae var. parasitica
10229,CHEMBL2367346,Helianthus,Helianthus
10230,CHEMBL2367347,Phytophthora palmivora,Phytophthora palmivora
10231,CHEMBL2367348,Coturnix japonica,Coturnix japonica
10232,CHEMBL2367349,Maladera castanea,Maladera castanea
10233,CHEMBL2367350,Agrotis segetum,Agrotis segetum
10234,CHEMBL2367351,Pseudomonas viridiflava,Pseudomonas viridiflava
10235,CHEMBL2367352,Arthrobacter sp.,Arthrobacter sp.
10236,CHEMBL2367353,Pyrenochaeta lycopersici,Pyrenochaeta lycopersici
10237,CHEMBL2367354,Ricinus communis,Upper stem
10238,CHEMBL2367355,Echinochloa crus-galli,Shoot
10239,CHEMBL2367356,Brassica oleracea,Fruit
10240,CHEMBL2367357,Pisum sativum,Leaf
10241,CHEMBL2367358,Solanum lycopersicum,Root
10242,CHEMBL2367359,Ricinus communis,Phloem
10243,CHEMBL2367360,Conyza bonariensis,Leaf
10244,CHEMBL2367361,Gossypium hirsutum,Leaf
10245,CHEMBL2367362,Periplaneta americana,Abdominal central nerve cord
10246,CHEMBL2367363,Cavia porcellus,Right atrium
10247,CHEMBL2367364,Gossypium hirsutum,Stem
10248,CHEMBL2367365,Gerbera jamesonii,Root
10249,CHEMBL2367366,Conyza sumatrensis,Root
10250,CHEMBL2367367,Conyza canadensis,Leaf
10251,CHEMBL2367368,Piper nigrum,Stem
10252,CHEMBL2367369,Canis lupus familiaris,Liver microsome
10253,CHEMBL2367370,Rattus norvegicus,Small intestine
10254,CHEMBL2367371,Fragaria x ananassa,Leaf
10255,CHEMBL2367372,Citrus sinensis,Fruit
10256,CHEMBL2367373,Rattus norvegicus,Whole blood
10257,CHEMBL2367374,Lolium perenne,Leaf
10258,CHEMBL2367375,Lolium multiflorum,Shoot
10259,CHEMBL2367376,Conyza bonariensis,Root
10260,CHEMBL2367377,Solanum lycopersicum,Green seed
10261,CHEMBL2367378,Homo sapiens,Liver cytosol
10262,CHEMBL2367379,Homo sapiens,Liver microsome
10263,CHEMBL2367380,Rattus norvegicus,Stomach
10264,CHEMBL2367381,Periplaneta americana,Nerve cord
10265,CHEMBL2367382,Oryza sativa,Root
10266,CHEMBL2367383,Phoenix dactylifera,Rachis
10267,CHEMBL2367384,Cavia porcellus,Tissue
10268,CHEMBL2367385,Gerbera jamesonii,Leaf
10269,CHEMBL2367386,Echinochloa crus-galli,Root
10270,CHEMBL2367387,Triticum aestivum,Shoot
10271,CHEMBL2367388,Citrus sinensis,inner fruit
10272,CHEMBL2367389,Homo sapiens,Whole blood
10273,CHEMBL2367390,Gallus gallus,Chorioallantoic membrane
10274,CHEMBL2367391,Cucumis sativus,Leaf
10275,CHEMBL2367392,Citrus sinensis,Cuticular wax
10276,CHEMBL2367393,Homo sapiens,Epidermis
10277,CHEMBL2367394,Geranium molle,Root
10278,CHEMBL2367395,Silene noctiflora,Root
10279,CHEMBL2367396,Silene noctiflora,Shoot
